age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
30,management,single,tertiary,no,2708,no,no,cellular,19,nov,479,1,-1,0,unknown,no
38,management,single,tertiary,no,1704,no,no,cellular,1,sep,222,1,-1,0,unknown,no
32,admin.,divorced,secondary,no,1611,yes,yes,unknown,13,may,93,1,-1,0,unknown,no
25,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,-1,0,unknown,yes
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
34,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,161,1,-1,0,unknown,no
51,retired,married,secondary,no,1435,no,no,unknown,11,jun,587,1,-1,0,unknown,yes
29,blue-collar,married,secondary,no,5903,yes,no,unknown,8,may,194,1,-1,0,unknown,no
31,admin.,single,secondary,no,476,no,no,cellular,9,feb,284,2,-1,0,unknown,no
34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no
33,technician,single,tertiary,no,0,yes,no,cellular,21,nov,654,1,-1,0,unknown,yes
31,admin.,single,tertiary,no,-218,yes,no,unknown,2,jun,227,15,-1,0,unknown,no
55,management,married,tertiary,no,86,no,no,telephone,16,jun,64,1,-1,0,unknown,no
40,technician,single,secondary,no,153,no,no,cellular,7,aug,125,2,-1,0,unknown,no
31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,yes
34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,no
53,technician,married,secondary,no,4930,no,yes,cellular,2,feb,228,2,-1,0,unknown,no
51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes
48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
50,admin.,married,secondary,no,159,yes,no,unknown,7,may,216,2,-1,0,unknown,no
40,entrepreneur,divorced,tertiary,no,224,no,no,unknown,20,jun,606,1,-1,0,unknown,no
40,services,married,secondary,no,105,yes,no,cellular,9,jul,161,1,-1,0,unknown,no
50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,651,32,-1,0,unknown,yes
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes
41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,no
34,technician,married,secondary,no,883,no,no,cellular,14,aug,163,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,208,no,no,unknown,20,jun,333,15,-1,0,unknown,no
29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,yes
52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,no
28,services,single,secondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,yes
40,services,married,primary,no,-9,yes,no,unknown,15,may,920,2,-1,0,unknown,yes
25,technician,married,tertiary,no,2551,no,no,cellular,28,dec,400,3,-1,0,unknown,yes
25,student,single,unknown,no,1003,no,no,cellular,12,aug,361,1,-1,0,unknown,yes
71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,276,2,-1,0,unknown,yes
34,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,unknown,yes
30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,211,1,-1,0,unknown,yes
49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,-1,0,unknown,yes
38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
39,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,774,11,failure,no
18,student,single,unknown,no,3,no,no,cellular,25,aug,130,2,-1,0,unknown,yes
32,technician,married,tertiary,no,240,yes,yes,cellular,14,jul,86,3,-1,0,unknown,no
27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,-1,0,unknown,yes
56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,yes
71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,nov,164,1,-1,0,unknown,no
32,management,single,tertiary,no,974,yes,no,unknown,3,jun,228,1,-1,0,unknown,no
37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,-1,0,unknown,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown,yes
32,blue-collar,single,secondary,no,413,yes,no,cellular,19,nov,270,1,-1,0,unknown,no
36,admin.,single,secondary,no,449,yes,no,unknown,20,jun,136,3,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
34,technician,married,secondary,no,-25,no,no,cellular,15,may,207,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes
43,services,married,primary,no,2557,yes,no,telephone,15,oct,166,3,183,5,success,yes
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
26,blue-collar,single,secondary,no,428,no,yes,cellular,7,jul,575,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,-1,0,unknown,yes
44,technician,single,secondary,no,250,no,no,telephone,2,mar,382,2,-1,0,unknown,yes
45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,no
44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,yes
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
30,admin.,divorced,secondary,no,370,yes,no,unknown,15,may,160,1,-1,0,unknown,no
32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,-1,0,unknown,yes
44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,no
31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown,no
40,management,divorced,tertiary,no,37,yes,no,unknown,16,may,412,1,-1,0,unknown,no
56,management,married,tertiary,no,412,no,no,telephone,20,nov,179,6,-1,0,unknown,no
35,technician,married,secondary,no,905,no,yes,cellular,21,aug,114,2,-1,0,unknown,no
34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
33,management,single,unknown,no,1534,yes,no,cellular,11,jul,1041,2,-1,0,unknown,yes
49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown,yes
37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,185,1,-1,0,unknown,no
59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown,yes
29,services,single,secondary,no,37,no,yes,cellular,17,jul,309,2,-1,0,unknown,no
47,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,no
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes
35,management,single,tertiary,no,2707,no,no,cellular,5,feb,699,1,-1,0,unknown,yes
40,technician,married,secondary,no,192,yes,yes,cellular,15,may,16,8,351,5,failure,no
28,management,single,tertiary,no,466,yes,no,cellular,23,jul,170,2,-1,0,unknown,no
41,blue-collar,married,primary,no,512,yes,no,unknown,6,may,233,2,-1,0,unknown,no
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no
50,management,married,tertiary,no,253,no,no,cellular,28,may,513,9,-1,0,unknown,yes
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes
54,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,no
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes
39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,jun,181,2,-1,0,unknown,no
27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown,no
27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,unknown,no
31,admin.,single,secondary,no,437,yes,yes,unknown,4,jun,173,14,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,-1,0,unknown,yes
42,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure,no
43,management,married,tertiary,no,182,no,no,cellular,28,jan,152,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no
24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465,3,-1,0,unknown,yes
53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes
38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,-1,0,unknown,yes
33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,223,2,-1,0,unknown,no
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,-1,0,unknown,yes
28,admin.,single,secondary,no,19,no,no,cellular,8,jul,78,4,-1,0,unknown,no
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,yes
25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,-1,0,unknown,no
29,management,married,tertiary,no,0,yes,no,cellular,6,may,667,2,-1,0,unknown,yes
55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,-1,0,unknown,yes
40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,yes
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,unknown,no
57,entrepreneur,divorced,tertiary,no,873,no,no,unknown,17,jun,441,3,-1,0,unknown,no
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,yes
33,unemployed,married,tertiary,no,3335,no,no,cellular,15,jun,92,1,301,6,failure,no
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure,yes
31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,768,3,-1,0,unknown,yes
30,blue-collar,married,secondary,no,321,yes,no,cellular,20,nov,738,2,-1,0,unknown,no
55,technician,married,tertiary,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown,no
55,retired,married,tertiary,no,357,yes,no,cellular,11,aug,526,1,103,1,failure,no
22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,success,yes
56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,-1,0,unknown,yes
38,admin.,married,secondary,no,46,no,no,cellular,7,aug,48,2,-1,0,unknown,no
37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,1,-1,0,unknown,yes
52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,no
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,yes
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes
54,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,1,-1,0,unknown,yes
29,blue-collar,single,secondary,no,415,no,yes,cellular,28,jan,161,1,-1,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes
65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,unknown,no
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes
73,retired,married,primary,no,542,no,no,cellular,26,oct,355,1,180,5,failure,yes
61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,yes
57,housemaid,married,tertiary,no,2326,no,no,cellular,17,apr,378,1,-1,0,unknown,yes
43,management,married,tertiary,no,0,yes,no,cellular,7,may,240,3,293,5,failure,no
62,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,1,-1,0,unknown,no
38,blue-collar,married,primary,no,668,no,no,unknown,8,may,238,1,-1,0,unknown,no
48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,yes
56,technician,married,tertiary,no,1062,no,no,unknown,20,jun,37,2,-1,0,unknown,no
57,management,married,tertiary,no,256,no,no,cellular,6,mar,227,1,-1,0,unknown,yes
29,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,2,81,3,failure,yes
53,services,married,secondary,no,197,yes,no,cellular,17,apr,307,1,-1,0,unknown,no
29,blue-collar,married,primary,no,787,yes,no,cellular,24,jul,257,2,-1,0,unknown,no
52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,-1,0,unknown,yes
35,technician,married,secondary,no,128,no,yes,cellular,29,jan,456,1,205,2,other,no
41,student,single,secondary,no,1934,yes,no,cellular,21,nov,162,2,-1,0,unknown,no
39,management,married,tertiary,no,0,no,no,unknown,27,may,205,8,-1,0,unknown,no
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes
29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,1,-1,0,unknown,yes
39,management,divorced,tertiary,no,30,no,yes,cellular,3,feb,265,4,-1,0,unknown,no
33,technician,married,secondary,no,2362,yes,no,cellular,26,aug,271,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,2,92,4,success,yes
32,admin.,single,secondary,no,344,no,no,cellular,26,may,530,2,-1,0,unknown,yes
56,retired,married,tertiary,no,281,no,no,cellular,3,mar,96,2,-1,0,unknown,yes
46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no
59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,yes
55,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,127,2,-1,0,unknown,no
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,2,-1,0,unknown,yes
58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,342,1,-1,0,unknown,yes
35,entrepreneur,married,tertiary,no,1859,yes,no,cellular,14,jul,227,2,-1,0,unknown,no
29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown,yes
34,technician,married,secondary,no,159,yes,no,cellular,18,oct,252,1,-1,0,unknown,yes
33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,-1,0,unknown,yes
25,blue-collar,single,secondary,no,2007,no,no,cellular,12,jan,265,2,-1,0,unknown,yes
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,-1,0,unknown,yes
37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
60,retired,married,secondary,no,143,no,no,telephone,30,jan,345,1,-1,0,unknown,no
35,management,married,tertiary,no,-547,yes,no,cellular,14,aug,101,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,161,no,yes,telephone,8,sep,298,3,-1,0,unknown,yes
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984,1,-1,0,unknown,no
41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,-1,0,unknown,yes
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other,yes
26,student,single,tertiary,no,97,no,no,cellular,27,aug,382,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,793,yes,no,unknown,15,may,109,1,-1,0,unknown,no
24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,-1,0,unknown,yes
30,admin.,single,secondary,no,223,yes,no,unknown,6,jun,862,11,-1,0,unknown,yes
49,housemaid,married,primary,no,78,no,no,telephone,10,jul,139,1,-1,0,unknown,no
59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,1,-1,0,unknown,yes
50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,0,unknown,no
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure,yes
45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268,1,-1,0,unknown,no
36,entrepreneur,single,tertiary,no,658,yes,no,unknown,16,jun,61,3,-1,0,unknown,no
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,284,1,336,1,failure,no
73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,133,yes,no,cellular,11,may,1388,2,-1,0,unknown,yes
38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes
25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,-1,0,unknown,no
32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,1,-1,0,unknown,yes
36,management,divorced,tertiary,yes,36,no,no,cellular,6,aug,836,4,-1,0,unknown,yes
28,management,married,tertiary,no,22,yes,no,cellular,31,jul,59,3,-1,0,unknown,no
59,admin.,married,primary,no,879,yes,no,cellular,30,jan,126,5,259,7,failure,no
57,management,married,primary,no,2538,no,yes,telephone,17,jul,485,2,-1,0,unknown,no
45,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,118,1,-1,0,unknown,yes
40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,-1,0,unknown,yes
31,technician,married,secondary,no,2420,yes,no,cellular,19,nov,166,1,-1,0,unknown,no
51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,-1,0,unknown,no
32,admin.,married,secondary,no,20011,no,no,cellular,20,apr,234,1,-1,0,unknown,no
41,entrepreneur,married,primary,no,406,no,no,unknown,6,jun,272,1,-1,0,unknown,no
39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,yes
40,technician,married,tertiary,no,1063,yes,yes,cellular,19,aug,264,2,-1,0,unknown,no
54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,-1,0,unknown,no
49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
47,blue-collar,married,primary,no,209,no,no,cellular,27,aug,77,6,-1,0,unknown,no
35,blue-collar,married,secondary,no,126,yes,no,cellular,16,apr,472,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,527,no,yes,cellular,20,apr,112,1,-1,0,unknown,yes
53,management,married,tertiary,no,6571,no,no,cellular,3,feb,208,1,-1,0,unknown,yes
49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown,yes
34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,yes
59,blue-collar,married,primary,no,229,yes,yes,unknown,7,may,19,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,112,no,no,cellular,16,sep,574,3,-1,0,unknown,yes
50,blue-collar,married,primary,no,9301,yes,no,cellular,7,jul,136,4,-1,0,unknown,no
28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
50,housemaid,married,primary,no,5296,no,no,cellular,19,nov,64,7,-1,0,unknown,no
56,technician,married,secondary,no,147,no,no,cellular,12,apr,203,1,-1,0,unknown,no
50,management,single,tertiary,no,490,no,no,cellular,14,aug,273,5,-1,0,unknown,no
52,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293,3,190,10,failure,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,yes
35,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,1649,2,-1,0,unknown,yes
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,90,1,success,yes
53,blue-collar,married,secondary,no,1093,yes,yes,unknown,16,jun,244,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
53,housemaid,married,unknown,no,0,no,no,cellular,22,aug,207,1,-1,0,unknown,no
35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,nov,73,3,-1,0,unknown,no
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure,no
47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,6,other,yes
36,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225,4,-1,0,unknown,no
41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no
40,admin.,married,secondary,no,1412,no,no,cellular,31,jul,48,3,-1,0,unknown,no
55,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,149,1,259,4,failure,no
30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
65,retired,married,tertiary,no,2416,no,no,cellular,17,feb,221,2,-1,0,unknown,yes
42,technician,married,secondary,no,89,yes,no,cellular,5,may,159,1,-1,0,unknown,no
31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
80,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,3,91,13,success,yes
32,technician,married,secondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no
58,management,single,tertiary,no,1387,yes,no,telephone,3,feb,140,6,6,6,other,no
36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,yes
68,retired,married,secondary,no,20723,yes,no,cellular,28,apr,318,2,-1,0,unknown,no
43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,-1,0,unknown,yes
57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,610,4,-1,0,unknown,yes
36,admin.,single,secondary,no,8785,yes,no,cellular,20,nov,425,2,-1,0,unknown,no
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
45,management,single,tertiary,no,1411,no,no,cellular,7,sep,800,2,102,3,failure,yes
42,management,married,tertiary,no,-671,no,no,cellular,28,aug,80,2,-1,0,unknown,no
25,blue-collar,single,primary,no,-221,yes,no,unknown,23,may,250,1,-1,0,unknown,no
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
42,services,married,secondary,no,737,yes,no,unknown,14,may,762,2,-1,0,unknown,no
38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
37,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,924,no,no,cellular,21,aug,93,4,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,19,aug,155,4,-1,0,unknown,no
41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no
55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
32,admin.,married,secondary,no,0,yes,no,cellular,30,apr,177,2,-1,0,unknown,yes
52,retired,married,tertiary,no,350,no,yes,cellular,9,jul,156,1,-1,0,unknown,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,1,89,2,success,yes
37,housemaid,married,secondary,no,187,no,no,unknown,12,jun,165,1,-1,0,unknown,no
29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
35,admin.,single,tertiary,no,1374,yes,no,cellular,15,may,319,1,-1,0,unknown,no
42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,113,1,-1,0,unknown,no
55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown,yes
34,technician,married,primary,no,1301,no,no,cellular,2,feb,56,1,-1,0,unknown,no
35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,-1,0,unknown,no
38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
45,retired,single,secondary,yes,86,no,no,cellular,21,nov,64,5,-1,0,unknown,no
43,blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175,1,-1,0,unknown,no
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,unknown,yes
38,entrepreneur,married,secondary,no,65,no,no,cellular,5,feb,173,1,-1,0,unknown,no
44,technician,married,secondary,no,135,yes,no,cellular,8,may,262,3,-1,0,unknown,no
41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,1,failure,yes
46,admin.,divorced,secondary,no,3201,yes,no,telephone,13,may,157,3,-1,0,unknown,no
38,blue-collar,single,primary,no,0,yes,no,cellular,7,may,350,2,-1,0,unknown,no
41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,no
44,management,married,tertiary,no,445,no,yes,telephone,6,feb,135,2,9,7,other,no
44,services,divorced,secondary,no,206,yes,no,cellular,14,may,78,1,365,1,failure,no
47,management,married,secondary,no,623,yes,no,cellular,13,may,102,6,-1,0,unknown,no
25,technician,single,secondary,no,173,yes,no,cellular,15,may,186,2,-1,0,unknown,no
64,retired,married,tertiary,no,1644,no,no,telephone,7,sep,569,4,-1,0,unknown,yes
53,management,married,secondary,no,90,yes,no,telephone,20,apr,67,5,-1,0,unknown,no
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,nov,231,2,-1,0,unknown,no
52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,-1,0,unknown,yes
30,admin.,single,secondary,no,457,no,no,cellular,27,apr,90,2,-1,0,unknown,no
27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,0,unknown,no
32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure,yes
42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown,yes
